city,latitude,longitude,date,max_temperature,min_temperature,max_windspeed,humidity,pressure
Krakow,50.06143,19.93658,2020-11-03,16.9,11.8,15.0,93.0,1020.6
Krakow,50.06143,19.93658,2020-11-04,12.8,8.7,24.1,94.0,1027.0
Krakow,50.06143,19.93658,2020-11-05,10.2,4.8,10.4,80.0,1035.5
Krakow,50.06143,19.93658,2020-11-06,8.9,3.3,20.2,80.0,1034.3
Krakow,50.06143,19.93658,2020-11-07,11.5,5.1,8.6,90.0,1031.9
Krakow,50.06143,19.93658,2020-11-08,12.5,2.7,9.8,87.0,1027.2
Krakow,50.06143,19.93658,2020-11-09,6.7,1.4,12.6,96.0,1029.8
Krakow,50.06143,19.93658,2020-11-10,7.6,5.6,15.1,89.0,1031.2
Krakow,50.06143,19.93658,2020-11-11,7.8,5.1,8.4,89.0,1030.4
Krakow,50.06143,19.93658,2020-11-12,7.7,2.8,12.2,80.0,1026.8
Krakow,50.06143,19.93658,2020-11-13,9.4,5.5,12.9,77.0,1024.5
Krakow,50.06143,19.93658,2020-11-14,10.5,4.8,15.7,82.0,1023.6
Krakow,50.06143,19.93658,2020-11-15,11.2,4.2,8.2,84.0,1021.6
Krakow,50.06143,19.93658,2020-11-16,11.4,1.2,18.1,86.0,1018.1
Krakow,50.06143,19.93658,2020-11-17,10.7,3.7,13.0,90.0,1026.9
Krakow,50.06143,19.93658,2020-11-18,11.5,3.6,10.8,86.0,1029.4
Krakow,50.06143,19.93658,2020-11-19,11.8,3.7,20.3,78.0,1021.1
Krakow,50.06143,19.93658,2020-11-20,6.8,-2.1,21.7,79.0,1027.7
Krakow,50.06143,19.93658,2020-11-21,3.5,-3.4,15.7,84.0,1035.6
Krakow,50.06143,19.93658,2020-11-22,7.2,-2.5,25.2,45.0,1027.8
Krakow,50.06143,19.93658,2020-11-23,6.2,2.8,20.2,71.0,1026.2
Krakow,50.06143,19.93658,2020-11-24,7.4,-1.9,16.5,83.0,1029.3
Krakow,50.06143,19.93658,2020-11-25,5.1,-3.1,10.9,84.0,1025.6
Krakow,50.06143,19.93658,2020-11-26,3.7,-3.1,16.9,81.0,1024.5
Krakow,50.06143,19.93658,2020-11-27,3.2,-0.1,17.9,87.0,1023.0
Krakow,50.06143,19.93658,2020-11-28,2.9,0.2,16.6,93.0,1021.8
Krakow,50.06143,19.93658,2020-11-29,2.1,-2.5,14.8,91.0,1021.9
Krakow,50.06143,19.93658,2020-11-30,1.0,-2.9,11.9,83.0,1026.6
Krakow,50.06143,19.93658,2020-12-01,2.3,-5.1,10.2,78.0,1023.7
Krakow,50.06143,19.93658,2020-12-02,-0.9,-6.5,11.9,89.0,1024.2
Krakow,50.06143,19.93658,2020-12-03,1.3,-7.4,9.7,80.0,1013.8
Krakow,50.06143,19.93658,2020-12-04,7.9,-1.0,25.8,79.0,1005.5
Krakow,50.06143,19.93658,2020-12-05,11.6,3.4,20.0,80.0,1009.5
Krakow,50.06143,19.93658,2020-12-06,11.6,3.5,24.1,82.0,1011.7
Krakow,50.06143,19.93658,2020-12-07,8.9,2.3,25.9,77.0,1009.6
Krakow,50.06143,19.93658,2020-12-08,5.1,-0.1,15.6,91.0,1012.7
Krakow,50.06143,19.93658,2020-12-09,2.7,-3.5,19.3,90.0,1014.3
Krakow,50.06143,19.93658,2020-12-10,-0.8,-4.6,19.2,89.0,1009.9
Krakow,50.06143,19.93658,2020-12-11,2.0,-3.1,11.5,95.0,1008.9
Krakow,50.06143,19.93658,2020-12-12,3.1,-1.5,9.7,97.0,1006.0
Krakow,50.06143,19.93658,2020-12-13,1.4,-0.3,5.2,97.0,1013.4
Krakow,50.06143,19.93658,2020-12-14,2.8,-3.4,7.4,92.0,1020.2
Krakow,50.06143,19.93658,2020-12-15,0.7,-3.2,8.9,94.0,1020.9
Krakow,50.06143,19.93658,2020-12-16,3.9,-0.4,15.2,87.0,1023.8
Krakow,50.06143,19.93658,2020-12-17,2.2,-0.7,8.8,95.0,1026.4
Krakow,50.06143,19.93658,2020-12-18,5.3,0.2,13.6,90.0,1028.5
Krakow,50.06143,19.93658,2020-12-19,2.6,-2.2,8.7,97.0,1028.1
Krakow,50.06143,19.93658,2020-12-20,0.3,-1.3,6.9,99.0,1028.7
Krakow,50.06143,19.93658,2020-12-21,3.5,-0.9,7.7,95.0,1028.1
Krakow,50.06143,19.93658,2020-12-22,6.1,-0.4,21.7,87.0,1019.3
Krakow,50.06143,19.93658,2020-12-23,7.6,4.8,20.2,92.0,1015.8
Krakow,50.06143,19.93658,2020-12-24,9.3,5.1,24.1,87.0,1007.5
Krakow,50.06143,19.93658,2020-12-25,5.4,-0.4,24.1,87.0,1012.9
Krakow,50.06143,19.93658,2020-12-26,1.6,-5.1,19.7,84.0,1021.7
Krakow,50.06143,19.93658,2020-12-27,1.7,-5.1,15.7,71.0,1013.5
Krakow,50.06143,19.93658,2020-12-28,7.9,1.9,26.8,72.0,994.4
Krakow,50.06143,19.93658,2020-12-29,8.2,3.3,29.7,73.0,994.7
Krakow,50.06143,19.93658,2020-12-30,5.8,1.4,10.2,93.0,1004.7
Krakow,50.06143,19.93658,2020-12-31,3.8,0.3,7.7,95.0,1009.8
Krakow,50.06143,19.93658,2021-01-01,3.9,-2.0,9.6,93.0,1011.3
Krakow,50.06143,19.93658,2021-01-02,4.1,-1.8,9.4,89.0,1015.7
Krakow,50.06143,19.93658,2021-01-03,4.9,-1.7,12.4,87.0,1014.2
Krakow,50.06143,19.93658,2021-01-04,5.0,-1.8,11.2,93.0,1014.9
Krakow,50.06143,19.93658,2021-01-05,3.5,1.3,17.0,96.0,1010.4
Krakow,50.06143,19.93658,2021-01-06,2.5,-1.3,12.8,97.0,1011.7
Krakow,50.06143,19.93658,2021-01-07,1.8,-1.3,19.9,91.0,1012.1
Krakow,50.06143,19.93658,2021-01-08,2.7,-2.8,15.4,83.0,1015.1
Krakow,50.06143,19.93658,2021-01-09,1.8,-2.8,17.3,84.0,1019.8
Krakow,50.06143,19.93658,2021-01-10,1.3,-4.1,7.6,79.0,1024.5
Krakow,50.06143,19.93658,2021-01-11,0.8,-5.8,8.6,77.0,1022.8
Krakow,50.06143,19.93658,2021-01-12,3.7,-6.7,18.4,67.0,1011.2
Krakow,50.06143,19.93658,2021-01-13,1.1,-1.4,25.8,84.0,1007.7
Krakow,50.06143,19.93658,2021-01-14,-0.2,-4.3,16.2,90.0,1008.5
Krakow,50.06143,19.93658,2021-01-15,-2.8,-9.8,19.2,85.0,1018.8
Krakow,50.06143,19.93658,2021-01-16,-3.9,-10.1,27.5,86.0,1018.9
Krakow,50.06143,19.93658,2021-01-17,-4.7,-17.8,27.1,84.0,1020.0
Krakow,50.06143,19.93658,2021-01-18,-10.1,-16.2,11.5,83.0,1023.9
Krakow,50.06143,19.93658,2021-01-19,0.9,-9.3,27.5,85.0,1016.1
Krakow,50.06143,19.93658,2021-01-20,3.8,-0.8,21.7,83.0,1011.6
Krakow,50.06143,19.93658,2021-01-21,3.8,-1.4,13.7,79.0,1008.3
Krakow,50.06143,19.93658,2021-01-22,7.4,-1.4,21.4,83.0,1002.1
Krakow,50.06143,19.93658,2021-01-23,8.8,1.8,13.1,89.0,998.3
Krakow,50.06143,19.93658,2021-01-24,3.3,-1.7,28.1,92.0,997.3
Krakow,50.06143,19.93658,2021-01-25,1.5,-2.4,19.5,85.0,1001.1
Krakow,50.06143,19.93658,2021-01-26,0.9,-3.3,27.0,84.0,1010.3
Krakow,50.06143,19.93658,2021-01-27,-0.1,-3.9,20.3,87.0,1013.8
Krakow,50.06143,19.93658,2021-01-28,2.1,-8.2,17.1,84.0,1007.5
Krakow,50.06143,19.93658,2021-01-29,0.8,-3.1,18.6,82.0,999.9
Krakow,50.06143,19.93658,2021-01-30,3.6,-3.0,29.4,89.0,998.4
Krakow,50.06143,19.93658,2021-01-31,-2.5,-14.4,13.6,81.0,1008.1
Krakow,50.06143,19.93658,2021-02-01,-4.3,-15.1,17.3,90.0,1006.2
Krakow,50.06143,19.93658,2021-02-02,4.5,-9.7,13.3,85.0,1007.8
Krakow,50.06143,19.93658,2021-02-03,9.9,1.6,16.0,87.0,1005.5
Krakow,50.06143,19.93658,2021-02-04,7.5,0.8,40.7,84.0,1009.1
Krakow,50.06143,19.93658,2021-02-05,1.0,-2.2,16.6,81.0,1020.6
Krakow,50.06143,19.93658,2021-02-06,-0.7,-4.0,23.6,67.0,1019.3
Krakow,50.06143,19.93658,2021-02-07,-5.1,-7.6,30.7,75.0,1012.9
Krakow,50.06143,19.93658,2021-02-08,-5.3,-8.2,30.6,89.0,1000.4
Krakow,50.06143,19.93658,2021-02-09,-6.2,-17.1,13.2,88.0,1005.3
Krakow,50.06143,19.93658,2021-02-10,-5.3,-9.4,16.0,91.0,1009.1
Krakow,50.06143,19.93658,2021-02-11,-6.6,-12.5,19.9,80.0,1020.1
Krakow,50.06143,19.93658,2021-02-12,-8.6,-14.1,18.6,80.0,1030.8
Krakow,50.06143,19.93658,2021-02-13,-3.0,-12.2,21.3,86.0,1034.4
Krakow,50.06143,19.93658,2021-02-14,-4.3,-9.7,22.4,87.0,1038.1
Krakow,50.06143,19.93658,2021-02-15,-5.9,-11.4,20.2,88.0,1037.4
Krakow,50.06143,19.93658,2021-02-16,-0.7,-12.7,17.8,89.0,1025.6
Krakow,50.06143,19.93658,2021-02-17,2.9,-2.0,26.3,91.0,1016.0
Krakow,50.06143,19.93658,2021-02-18,2.4,-0.2,17.3,95.0,1021.7
Krakow,50.06143,19.93658,2021-02-19,6.5,-2.6,19.1,91.0,1021.3
Krakow,50.06143,19.93658,2021-02-20,8.6,-1.6,10.8,84.0,1026.1
Krakow,50.06143,19.93658,2021-02-21,9.7,-3.4,10.2,75.0,1026.3
Krakow,50.06143,19.93658,2021-02-22,11.7,-2.3,9.8,82.0,1026.5
Krakow,50.06143,19.93658,2021-02-23,11.2,-0.7,17.0,86.0,1033.5
Krakow,50.06143,19.93658,2021-02-24,16.5,3.8,13.4,72.0,1034.8
Krakow,50.06143,19.93658,2021-02-25,18.3,4.0,14.2,72.0,1030.3
Krakow,50.06143,19.93658,2021-02-26,17.4,5.3,19.1,75.0,1026.0
Krakow,50.06143,19.93658,2021-02-27,7.0,2.9,25.1,80.0,1031.4
Krakow,50.06143,19.93658,2021-02-28,7.4,-0.2,21.6,79.0,1034.5
Krakow,50.06143,19.93658,2021-03-01,5.9,0.0,11.2,83.0,1035.5
Krakow,50.06143,19.93658,2021-03-02,12.1,-1.2,19.1,79.0,1034.5
Krakow,50.06143,19.93658,2021-03-03,14.1,-1.1,14.8,74.0,1028.8
Krakow,50.06143,19.93658,2021-03-04,11.9,3.0,28.1,76.0,1016.6
Krakow,50.06143,19.93658,2021-03-05,3.8,-3.6,20.9,80.0,1019.4
Krakow,50.06143,19.93658,2021-03-06,3.9,-4.4,18.3,64.0,1030.4
Krakow,50.06143,19.93658,2021-03-07,5.9,-2.2,29.7,62.0,1022.5
Krakow,50.06143,19.93658,2021-03-08,2.8,-4.4,15.9,73.0,1019.6
Krakow,50.06143,19.93658,2021-03-09,1.5,-5.8,8.5,64.0,1022.6
Krakow,50.06143,19.93658,2021-03-10,3.1,-6.0,11.3,59.0,1022.1
Krakow,50.06143,19.93658,2021-03-11,7.0,-6.3,18.3,54.0,1014.2
Krakow,50.06143,19.93658,2021-03-12,8.7,-1.2,35.4,78.0,1007.5
Krakow,50.06143,19.93658,2021-03-13,11.5,-0.9,33.6,59.0,1007.0
Krakow,50.06143,19.93658,2021-03-14,9.6,1.4,25.8,69.0,1005.0
Krakow,50.06143,19.93658,2021-03-15,7.4,0.7,9.8,84.0,1009.0
Krakow,50.06143,19.93658,2021-03-16,7.3,-2.9,14.5,82.0,1011.2
Krakow,50.06143,19.93658,2021-03-17,6.3,0.5,21.6,77.0,1016.1
Krakow,50.06143,19.93658,2021-03-18,4.3,-4.1,18.3,72.0,1018.7
Krakow,50.06143,19.93658,2021-03-19,3.7,-4.7,9.8,76.0,1017.8
Krakow,50.06143,19.93658,2021-03-20,1.5,-5.9,11.9,64.0,1023.9
Krakow,50.06143,19.93658,2021-03-21,1.6,-6.5,25.6,66.0,1015.4
Krakow,50.06143,19.93658,2021-03-22,5.1,-2.7,18.3,67.0,1015.3
Krakow,50.06143,19.93658,2021-03-23,7.0,-2.5,24.2,72.0,1020.2
Krakow,50.06143,19.93658,2021-03-24,5.8,1.2,23.1,86.0,1023.2
Krakow,50.06143,19.93658,2021-03-25,9.6,1.0,9.2,77.0,1022.3
Krakow,50.06143,19.93658,2021-03-26,14.3,-0.4,11.7,71.0,1022.6
Krakow,50.06143,19.93658,2021-03-27,17.9,5.1,25.3,63.0,1020.8
Krakow,50.06143,19.93658,2021-03-28,9.4,0.6,20.9,69.0,1030.3
Krakow,50.06143,19.93658,2021-03-29,13.4,0.4,16.5,73.0,1031.5
Krakow,50.06143,19.93658,2021-03-30,15.6,8.0,13.4,85.0,1029.9
Krakow,50.06143,19.93658,2021-03-31,20.7,7.8,11.5,76.0,1024.8
Krakow,50.06143,19.93658,2021-04-01,22.0,8.5,19.4,66.0,1014.7
Krakow,50.06143,19.93658,2021-04-02,10.4,4.3,21.4,69.0,1015.0
Krakow,50.06143,19.93658,2021-04-03,6.9,1.3,18.7,76.0,1015.6
Krakow,50.06143,19.93658,2021-04-04,7.0,-2.1,13.7,67.0,1020.3
Krakow,50.06143,19.93658,2021-04-05,13.6,-0.6,34.1,59.0,1005.0
Krakow,50.06143,19.93658,2021-04-06,4.0,-2.9,19.9,74.0,1006.4
Krakow,50.06143,19.93658,2021-04-07,5.0,-3.7,24.5,72.0,1010.0
Krakow,50.06143,19.93658,2021-04-08,5.6,-1.2,25.8,75.0,1019.2
Krakow,50.06143,19.93658,2021-04-09,11.8,-2.8,20.0,62.0,1022.6
Krakow,50.06143,19.93658,2021-04-10,18.5,3.2,18.2,53.0,1017.0
Krakow,50.06143,19.93658,2021-04-11,18.3,2.1,27.9,67.0,1017.5
Krakow,50.06143,19.93658,2021-04-12,16.1,5.6,19.1,74.0,1017.4
Krakow,50.06143,19.93658,2021-04-13,4.9,1.6,20.9,87.0,1024.5
Krakow,50.06143,19.93658,2021-04-14,4.4,1.3,19.9,84.0,1021.9
Krakow,50.06143,19.93658,2021-04-15,4.1,1.5,22.6,89.0,1019.8
Krakow,50.06143,19.93658,2021-04-16,3.6,1.5,24.3,95.0,1019.0
Krakow,50.06143,19.93658,2021-04-17,5.8,2.3,16.0,91.0,1020.0
Krakow,50.06143,19.93658,2021-04-18,10.6,3.1,14.3,80.0,1019.3
Krakow,50.06143,19.93658,2021-04-19,12.7,6.1,16.4,84.0,1016.7
Krakow,50.06143,19.93658,2021-04-20,14.0,3.6,11.9,71.0,1014.0
Krakow,50.06143,19.93658,2021-04-21,15.3,4.3,20.0,76.0,1013.4
Krakow,50.06143,19.93658,2021-04-22,10.9,4.3,25.6,70.0,1016.5
Krakow,50.06143,19.93658,2021-04-23,9.7,1.6,24.9,70.0,1023.0
Krakow,50.06143,19.93658,2021-04-24,11.0,3.2,19.4,64.0,1023.2
Krakow,50.06143,19.93658,2021-04-25,10.6,0.7,20.9,58.0,1020.4
Krakow,50.06143,19.93658,2021-04-26,8.7,-0.9,17.9,60.0,1019.8
Krakow,50.06143,19.93658,2021-04-27,10.1,-1.7,15.5,60.0,1016.6
Krakow,50.06143,19.93658,2021-04-28,15.6,-0.2,17.4,59.0,1012.2
Krakow,50.06143,19.93658,2021-04-29,18.4,4.5,21.4,67.0,1007.2
Krakow,50.06143,19.93658,2021-04-30,17.5,8.1,18.0,68.0,1010.0
Krakow,50.06143,19.93658,2021-05-01,14.7,5.8,14.6,80.0,1012.0
Krakow,50.06143,19.93658,2021-05-02,18.8,6.3,41.8,81.0,1005.7
Krakow,50.06143,19.93658,2021-05-03,11.0,3.6,28.9,66.0,1017.5
Krakow,50.06143,19.93658,2021-05-04,18.0,1.4,29.2,56.0,1012.2
Krakow,50.06143,19.93658,2021-05-05,19.3,7.9,24.4,62.0,1003.8
Krakow,50.06143,19.93658,2021-05-06,12.3,3.8,26.3,67.0,1010.5
Krakow,50.06143,19.93658,2021-05-07,13.9,4.3,29.1,76.0,1007.9
Krakow,50.06143,19.93658,2021-05-08,12.2,3.5,23.9,64.0,1020.0
Krakow,50.06143,19.93658,2021-05-09,21.5,3.9,12.7,55.0,1019.1
Krakow,50.06143,19.93658,2021-05-10,26.1,6.9,12.3,61.0,1015.1
Krakow,50.06143,19.93658,2021-05-11,28.1,8.9,13.3,65.0,1011.4
Krakow,50.06143,19.93658,2021-05-12,26.2,9.8,23.7,66.0,1005.6
Krakow,50.06143,19.93658,2021-05-13,19.6,11.5,13.1,79.0,1000.2
Krakow,50.06143,19.93658,2021-05-14,17.4,11.2,23.1,85.0,1003.7
Krakow,50.06143,19.93658,2021-05-15,18.6,9.0,13.7,74.0,1009.3
Krakow,50.06143,19.93658,2021-05-16,16.3,8.3,17.0,81.0,1006.2
Krakow,50.06143,19.93658,2021-05-17,17.7,7.3,16.2,80.0,1004.3
Krakow,50.06143,19.93658,2021-05-18,13.4,10.1,19.5,86.0,1007.5
Krakow,50.06143,19.93658,2021-05-19,15.5,7.5,17.7,78.0,1011.9
Krakow,50.06143,19.93658,2021-05-20,16.5,9.0,19.5,66.0,1015.2
Krakow,50.06143,19.93658,2021-05-21,19.1,6.8,23.3,67.0,1013.9
Krakow,50.06143,19.93658,2021-05-22,15.9,8.8,28.5,77.0,1009.7
Krakow,50.06143,19.93658,2021-05-23,17.7,6.5,19.0,77.0,1015.4
Krakow,50.06143,19.93658,2021-05-24,19.8,6.7,12.9,72.0,1020.1
Krakow,50.06143,19.93658,2021-05-25,15.7,9.0,25.7,82.0,1015.2
Krakow,50.06143,19.93658,2021-05-26,19.0,6.4,19.5,63.0,1017.6
Krakow,50.06143,19.93658,2021-05-27,18.3,8.0,20.6,67.0,1015.8
Krakow,50.06143,19.93658,2021-05-28,16.5,9.9,14.9,68.0,1018.4
Krakow,50.06143,19.93658,2021-05-29,15.1,9.3,19.5,79.0,1019.4
Krakow,50.06143,19.93658,2021-05-30,16.1,7.7,19.2,77.0,1020.9
Krakow,50.06143,19.93658,2021-05-31,16.4,8.7,17.8,66.0,1020.4
Krakow,50.06143,19.93658,2021-06-01,17.3,6.2,8.8,64.0,1019.2
Krakow,50.06143,19.93658,2021-06-02,18.4,8.4,16.8,63.0,1022.4
Krakow,50.06143,19.93658,2021-06-03,21.2,7.0,13.6,63.0,1025.2
Krakow,50.06143,19.93658,2021-06-04,23.5,11.0,12.0,61.0,1024.2
Krakow,50.06143,19.93658,2021-06-05,21.4,13.1,8.4,79.0,1020.0
Krakow,50.06143,19.93658,2021-06-06,22.9,11.2,9.6,72.0,1018.9
Krakow,50.06143,19.93658,2021-06-07,24.8,11.9,10.5,63.0,1018.9
Krakow,50.06143,19.93658,2021-06-08,24.4,12.1,11.5,66.0,1018.0
Krakow,50.06143,19.93658,2021-06-09,23.9,12.8,10.7,70.0,1018.0
Krakow,50.06143,19.93658,2021-06-10,23.6,13.2,21.1,63.0,1017.8
Krakow,50.06143,19.93658,2021-06-11,22.9,12.8,19.5,78.0,1016.3
Krakow,50.06143,19.93658,2021-06-12,24.5,13.1,24.3,79.0,1013.7
Krakow,50.06143,19.93658,2021-06-13,16.9,12.7,29.8,64.0,1018.4
Krakow,50.06143,19.93658,2021-06-14,20.4,10.9,19.2,62.0,1021.1
Krakow,50.06143,19.93658,2021-06-15,23.1,9.0,8.3,68.0,1018.9
Krakow,50.06143,19.93658,2021-06-16,25.4,12.5,10.1,67.0,1018.4
Krakow,50.06143,19.93658,2021-06-17,27.1,14.2,18.0,64.0,1019.6
Krakow,50.06143,19.93658,2021-06-18,29.5,13.9,13.9,61.0,1018.7
Krakow,50.06143,19.93658,2021-06-19,30.0,17.0,20.5,63.0,1016.4
Krakow,50.06143,19.93658,2021-06-20,29.6,17.8,18.4,64.0,1012.9
Krakow,50.06143,19.93658,2021-06-21,30.5,18.6,15.3,64.0,1008.6
Krakow,50.06143,19.93658,2021-06-22,30.2,18.9,12.6,68.0,1009.2
Krakow,50.06143,19.93658,2021-06-23,26.7,19.9,11.8,80.0,1016.4
Krakow,50.06143,19.93658,2021-06-24,30.1,20.3,15.5,80.0,1015.4
Krakow,50.06143,19.93658,2021-06-25,23.0,15.8,13.1,84.0,1015.1
Krakow,50.06143,19.93658,2021-06-26,22.9,15.6,13.1,78.0,1017.2
Krakow,50.06143,19.93658,2021-06-27,23.5,13.5,10.5,77.0,1017.5
Krakow,50.06143,19.93658,2021-06-28,26.1,12.7,7.6,68.0,1017.1
Krakow,50.06143,19.93658,2021-06-29,28.2,15.5,15.7,71.0,1012.6
Krakow,50.06143,19.93658,2021-06-30,26.3,18.3,22.0,72.0,1008.8
Krakow,50.06143,19.93658,2021-07-01,21.6,16.6,16.2,78.0,1011.0
Krakow,50.06143,19.93658,2021-07-02,21.8,15.4,15.5,77.0,1013.0
Krakow,50.06143,19.93658,2021-07-03,21.2,16.0,25.4,76.0,1013.0
Krakow,50.06143,19.93658,2021-07-04,25.0,14.5,13.5,68.0,1011.5
Krakow,50.06143,19.93658,2021-07-05,26.1,13.9,12.7,66.0,1010.8
Krakow,50.06143,19.93658,2021-07-06,28.5,16.8,13.8,67.0,1013.7
Krakow,50.06143,19.93658,2021-07-07,31.1,16.6,12.2,63.0,1015.3
Krakow,50.06143,19.93658,2021-07-08,30.8,18.6,16.6,71.0,1018.6
Krakow,50.06143,19.93658,2021-07-09,32.1,20.4,18.4,71.0,1015.5
Krakow,50.06143,19.93658,2021-07-10,25.3,16.8,17.8,64.0,1018.4
Krakow,50.06143,19.93658,2021-07-11,26.9,17.4,16.2,78.0,1016.9
Krakow,50.06143,19.93658,2021-07-12,24.1,17.9,13.0,89.0,1014.6
Krakow,50.06143,19.93658,2021-07-13,29.7,16.9,14.1,77.0,1011.0
Krakow,50.06143,19.93658,2021-07-14,33.8,19.7,14.0,73.0,1010.3
Krakow,50.06143,19.93658,2021-07-15,27.4,19.2,15.4,81.0,1012.1
Krakow,50.06143,19.93658,2021-07-16,27.2,18.8,10.0,81.0,1013.9
Krakow,50.06143,19.93658,2021-07-17,27.3,18.4,10.1,79.0,1013.9
Krakow,50.06143,19.93658,2021-07-18,25.6,19.7,15.3,81.0,1013.6
Krakow,50.06143,19.93658,2021-07-19,25.0,18.2,17.5,70.0,1014.6
Krakow,50.06143,19.93658,2021-07-20,20.2,17.2,13.1,77.0,1016.0
Krakow,50.06143,19.93658,2021-07-21,22.7,16.1,17.3,66.0,1019.6
Krakow,50.06143,19.93658,2021-07-22,21.4,15.6,10.0,75.0,1020.9
Krakow,50.06143,19.93658,2021-07-23,23.8,15.3,8.5,72.0,1017.5
Krakow,50.06143,19.93658,2021-07-24,25.4,13.8,12.3,74.0,1014.9
Krakow,50.06143,19.93658,2021-07-25,27.7,15.5,15.6,76.0,1013.4
Krakow,50.06143,19.93658,2021-07-26,26.8,18.2,17.1,78.0,1012.4
Krakow,50.06143,19.93658,2021-07-27,26.5,18.2,11.9,80.0,1013.8
Krakow,50.06143,19.93658,2021-07-28,29.0,18.6,15.9,73.0,1012.0
Krakow,50.06143,19.93658,2021-07-29,25.1,17.1,14.7,77.0,1013.0
Krakow,50.06143,19.93658,2021-07-30,27.5,16.2,15.9,70.0,1010.9
Krakow,50.06143,19.93658,2021-07-31,24.8,17.5,15.1,78.0,1008.7
Krakow,50.06143,19.93658,2021-08-01,25.1,16.1,20.4,83.0,1006.5
Krakow,50.06143,19.93658,2021-08-02,21.0,13.7,32.4,82.0,1011.3
Krakow,50.06143,19.93658,2021-08-03,22.5,13.1,10.2,77.0,1015.4
Krakow,50.06143,19.93658,2021-08-04,22.2,15.0,13.0,79.0,1013.9
Krakow,50.06143,19.93658,2021-08-05,18.9,15.4,28.1,93.0,1006.2
Krakow,50.06143,19.93658,2021-08-06,18.6,12.0,28.3,81.0,1003.7
Krakow,50.06143,19.93658,2021-08-07,24.8,12.3,19.3,72.0,1009.1
Krakow,50.06143,19.93658,2021-08-08,24.0,17.8,25.0,72.0,1012.6
Krakow,50.06143,19.93658,2021-08-09,24.1,16.3,12.9,77.0,1019.6
Krakow,50.06143,19.93658,2021-08-10,26.6,15.8,10.9,76.0,1018.0
Krakow,50.06143,19.93658,2021-08-11,24.1,15.5,14.6,76.0,1018.2
Krakow,50.06143,19.93658,2021-08-12,23.5,12.9,8.9,71.0,1022.6
Krakow,50.06143,19.93658,2021-08-13,26.5,12.6,10.0,74.0,1022.7
Krakow,50.06143,19.93658,2021-08-14,29.0,16.4,14.0,77.0,1019.5
Krakow,50.06143,19.93658,2021-08-15,29.1,17.0,15.1,79.0,1014.7
Krakow,50.06143,19.93658,2021-08-16,28.7,17.8,22.9,72.0,1009.2
Krakow,50.06143,19.93658,2021-08-17,19.5,14.2,27.4,75.0,1013.1
Krakow,50.06143,19.93658,2021-08-18,19.1,13.0,17.7,68.0,1015.2
Krakow,50.06143,19.93658,2021-08-19,21.7,13.4,21.5,71.0,1014.7
Krakow,50.06143,19.93658,2021-08-20,22.7,15.5,10.2,76.0,1016.8
Krakow,50.06143,19.93658,2021-08-21,22.7,13.6,9.0,78.0,1019.7
Krakow,50.06143,19.93658,2021-08-22,24.5,12.9,7.6,74.0,1018.3
Krakow,50.06143,19.93658,2021-08-23,20.1,16.0,12.0,88.0,1015.8
Krakow,50.06143,19.93658,2021-08-24,16.1,10.6,22.9,91.0,1019.1
Krakow,50.06143,19.93658,2021-08-25,16.9,8.4,11.5,71.0,1018.6
Krakow,50.06143,19.93658,2021-08-26,16.6,9.3,19.2,78.0,1008.6
Krakow,50.06143,19.93658,2021-08-27,16.6,10.4,9.9,88.0,1011.4
Krakow,50.06143,19.93658,2021-08-28,18.5,10.3,10.4,77.0,1014.4
Krakow,50.06143,19.93658,2021-08-29,17.4,10.1,14.8,83.0,1013.1
Krakow,50.06143,19.93658,2021-08-30,14.4,12.9,17.5,90.0,1011.7
Krakow,50.06143,19.93658,2021-08-31,17.5,12.7,26.1,89.0,1010.5
Krakow,50.06143,19.93658,2021-09-01,18.5,12.3,25.6,83.0,1018.1
Krakow,50.06143,19.93658,2021-09-02,18.5,12.0,18.6,75.0,1023.5
Krakow,50.06143,19.93658,2021-09-03,21.1,11.3,18.2,78.0,1020.2
Krakow,50.06143,19.93658,2021-09-04,19.3,11.2,14.0,76.0,1018.7
Krakow,50.06143,19.93658,2021-09-05,17.5,7.8,16.6,68.0,1025.1
Krakow,50.06143,19.93658,2021-09-06,18.0,5.3,15.2,73.0,1026.7
Krakow,50.06143,19.93658,2021-09-07,22.2,6.9,12.4,77.0,1024.7
Krakow,50.06143,19.93658,2021-09-08,23.5,9.4,10.2,76.0,1023.7
Krakow,50.06143,19.93658,2021-09-09,23.6,10.4,10.3,72.0,1019.8
Krakow,50.06143,19.93658,2021-09-10,24.2,8.7,11.2,69.0,1018.3
Krakow,50.06143,19.93658,2021-09-11,24.7,9.7,10.6,69.0,1017.4
Krakow,50.06143,19.93658,2021-09-12,24.4,12.3,11.2,80.0,1016.7
Krakow,50.06143,19.93658,2021-09-13,21.0,14.5,12.4,88.0,1017.2
Krakow,50.06143,19.93658,2021-09-14,21.2,12.3,9.7,77.0,1019.1
Krakow,50.06143,19.93658,2021-09-15,23.3,9.8,11.9,79.0,1016.8
Krakow,50.06143,19.93658,2021-09-16,23.4,15.6,10.3,80.0,1012.7
Krakow,50.06143,19.93658,2021-09-17,17.3,13.1,17.6,90.0,1011.1
Krakow,50.06143,19.93658,2021-09-18,14.3,11.4,22.7,86.0,1011.9
Krakow,50.06143,19.93658,2021-09-19,12.2,9.1,17.8,77.0,1014.8
